0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,96,144,135,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,64,152,0,0,0,0,0,0,150,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,75,67,67,67,116,0,0,0,0,82,71,67,120,0,0,0,0,82,67,67,87,0,0,0,0,82,74,75,116,0,0,0,0,86,67,71,116,0,0,0,0,86,67,107,71,67,107,67,87,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,96,0,0,0,0,66,0,0,96,0,0,0,0,66,0,0,64,0,0,0,0,66,0,0,64,0,0,0,0,70,0,0,100,0,0,0,0,70,0,0,0,0,0,0,68,130,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,68,0,0,0,0,66,0,0,64,0,0,0,0,66,0,0,96,0,0,0,0,70,0,0,112,0,0,0,0,66,0,0,104,0,0,0,0,106,0,0,0,0,0,0,104,0,0,0,0,106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,96,0,0,0,0,70,0,0,96,0,0,0,0,70,0,0,64,0,0,0,0,70,0,0,64,0,0,0,0,66,0,0,108,0,0,0,0,70,0,0,0,0,0,0,96,0,0,0,0,70,0,0,0,0,0,0,98,65,101,97,69,73,0,0,72,84,0,0,117,73,0,0,0,0,0,0,98,113,69,101,65,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,79,118,0,0,86,74,0,0,75,67,71,71,71,74,0,0,75,67,67,67,67,74,0,0,79,67,71,67,71,74,0,0,68,0,0,0,0,70,0,0,0,0,0,0,100,0,0,0,0,66,0,0,0,0,0,0,112,0,0,0,0,66,0,0,100,0,0,0,0,70,0,0,0,0,0,0,96,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,64,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,104,0,0,0,0,106,0,0,0,0,0,0,104,0,0,0,0,106,0,0,0,0,0,0,68,0,0,0,0,66,0,0,68,0,0,0,0,66,0,0,0,0,0,0,112,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,96,0,0,121,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,70,0,0,0,0,0,0,68,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,70,0,0,112,0,0,0,0,66,0,0,0,0,0,0,68,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,64,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,81,113,105,109,97,105,101,80,0,0,0,0,81,113,105,97,65,105,97,99,0,110,0,0,117,73,102,115,0,0,0,0,81,113,105,69,65,105,65,80,0,0,0,0,121,97,101,69,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,112,0,0,0,121,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,64,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,149,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,66,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,75,118,0,0,0,121,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,147,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,108,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,68,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,114,113,69,65,65,73,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,100,147,0,0,0,117,77,0,0,0,0,0,0,0,0,102,101,113,84,0,135,0,148,81,101,97,77,0,0,0,79,71,67,67,71,71,67,107,67,67,107,71,120,0,0,0,0,82,71,107,71,67,107,67,116,0,111,0,0,82,78,75,87,0,0,0,0,86,71,107,67,67,107,67,83,0,0,0,0,86,67,67,71,78,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,112,150,0,0,0,0,121,73,0,0,0,0,0,76,113,84,153,134,0,0,0,0,0,144,146,0,85,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,66,0,0,64,0,0,0,0,66,0,0,0,0,0,0,64,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,79,83,134,0,0,0,0,117,65,73,0,0,72,103,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,70,0,0,100,0,0,0,0,70,0,0,0,0,0,0,112,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,112,151,0,0,0,0,0,133,121,65,97,84,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,98,65,69,65,84,0,0,0,0,121,69,97,97,73,0,0,100,0,0,0,0,70,0,0,112,0,0,0,0,70,0,0,76,65,97,69,84,130,0,0,0,121,101,69,101,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,75,120,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,117,77,0,0,0,0,0,0,0,0,0,64,133,132,0,0,0,0,0,0,0,0,0,0,66,0,0,79,67,67,71,71,78,0,0,79,71,71,67,71,74,0,0,64,150,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,75,83,149,0,0,0,0,0,0,0,0,0,0,86,67,116,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,96,144,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,149,0,0,0,130,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,79,67,120,0,0,0,0,0,0,0,0,0,70,0,68,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,68,0,129,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,79,71,67,120,0,0,0,0,0,0,66,0,75,71,120,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,102,101,113,69,65,73,0,0,76,65,101,97,65,73,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,102,65,65,97,113,73,0,0,72,97,65,69,97,73,0,0,72,101,69,97,69,73,0,0,114,113,97,113,97,77,0,0,98,65,101,69,113,77,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,71,67,67,71,67,67,74,0,0,0,75,83,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,79,67,67,67,120,0,0,0,0,82,67,67,71,78,0,0,68,0,0,0,0,70,0,0,100,151,0,0,0,66,0,0,79,67,71,71,83,0,0,0,0,86,71,67,67,74,0,0,100,0,0,0,0,66,0,0,96,149,146,0,0,66,0,0,100,132,0,0,0,66,0,0,112,135,0,0,0,70,0,0,64,144,147,0,0,66,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,116,0,0,0,0,0,86,78,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,66,0,0,0,0,0,0,112,0,0,0,0,70,0,0,68,0,0,0,0,70,0,0,0,0,0,0,96,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,66,0,0,68,0,0,0,0,66,0,0,64,150,0,0,0,66,0,0,100,0,0,0,0,66,0,0,68,0,0,0,0,66,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,76,69,113,113,73,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,241,241,82,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,66,0,0,0,0,0,0,100,0,0,128,0,70,0,0,112,0,0,0,0,66,0,0,0,0,0,0,100,0,0,0,0,66,0,0,0,0,0,0,112,0,0,0,0,70,0,0,112,0,0,0,0,66,0,0,112,0,0,0,0,70,0,0,96,0,0,0,0,66,0,0,100,0,0,0,0,70,0,0,0,0,
0,0,0,0,0,0,0,0,0,102,65,84,132,135,0,117,77,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,114,113,101,65,84,0,0,0,0,117,97,105,97,113,105,69,115,0,0,0,0,121,97,97,115,0,0,0,0,85,97,105,101,109,105,65,103,0,0,0,0,85,97,105,101,65,105,69,80,0,0,0,0,121,105,101,80,0,0,0,0,117,113,101,84,0,0,0,0,81,69,109,103,0,0,0,0,119,101,105,84,0,0,0,0,119,69,101,97,77,
0,0,0,0,0,0,0,0,0,112,153,0,0,0,0,0,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,129,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,66,
0,0,0,0,0,0,0,0,0,100,150,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,
0,0,0,0,0,0,0,0,0,75,67,116,0,0,148,151,0,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,131,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,129,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,
0,0,0,0,0,0,0,0,0,0,0,68,0,0,146,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86,
0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,121,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,71,71,83,0,0,0,0,86,67,107,71,67,107,71,83,0,0,0,0,82,67,67,83,0,0,0,0,82,71,107,67,71,107,67,116,0,0,0,0,82,71,107,67,67,107,67,116,0,0,0,0,86,107,71,83,0,0,0,0,82,67,67,118,0,130,0,0,82,71,67,118,0,0,0,0,82,71,107,118,0,0,0,0,82,71,67,67,74,
0,0,0,0,0,0,0,0,0,98,69,99,0,0,0,0,0,0,0,81,101,69,101,97,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,108,0,0,0,0,66,0,0,0,0,0,0,112,0,0,0,0,70,0,0,68,0,0,0,0,70,0,0,0,0,0,0,64,0,0,0,0,66,0,0,0,0,0,0,64,0,0,0,0,70,0,0,100,150,0,0,0,66,0,0,64,0,0,0,0,66,0,0,68,152,0,0,0,70,0,0,112,134,0,0,0,66,0,0,0,0,
0,0,0,0,0,0,0,0,0,112,149,144,0,0,0,0,0,0,0,0,0,0,0,146,121,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,70,0,0,0,0,0,0,112,0,0,0,0,66,0,0,112,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,66,0,0,0,0,0,0,68,0,0,0,0,66,0,0,112,0,0,0,0,66,0,0,96,0,0,0,0,66,0,0,100,153,0,0,0,66,0,0,68,0,0,0,0,70,0,0,0,0,
0,0,0,0,0,0,0,0,0,100,152,0,0,0,0,0,0,0,0,0,0,0,0,0,0,121,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,72,101,65,69,84,0,130,0,0,117,65,69,101,73,0,0,100,0,0,0,0,66,0,0,100,0,0,0,0,70,0,0,72,69,97,65,103,0,0,0,0,85,97,69,101,73,0,0,96,0,0,0,0,66,0,0,112,0,0,0,0,66,0,0,68,0,0,0,0,70,0,0,64,0,0,0,0,66,0,0,96,0,0,0,0,66,0,0,0,0,
0,0,0,0,0,0,0,0,0,64,133,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,150,134,0,0,0,0,0,0,0,144,0,0,66,0,0,79,67,67,71,71,74,0,0,75,71,71,71,67,74,0,0,64,145,0,0,0,0,0,0,0,0,0,0,0,70,0,0,75,67,67,67,67,78,0,0,79,67,71,71,71,78,0,0,79,71,67,71,67,74,0,0,75,67,67,67,71,78,0,0,75,67,67,67,67,78,0,0,0,0,
0,0,0,0,0,0,0,0,0,79,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96,135,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,144,163,0,0,0,0,130,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,0,0,82,71,71,67,87,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,79,83,0,0,0,0,0,119,73,0,0,75,118,0,0,0,0,0,121,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,72,97,65,101,69,73,0,0,114,113,101,97,69,73,0,0,68,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,79,118,0,0,0,0,0,66,0,0,0,75,87,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,67,67,120,0,0,0,0,82,67,71,71,74,0,0,96,0,0,0,0,66,0,0,68,0,0,0,0,70,0,0,75,71,67,71,116,0,0,0,0,82,67,67,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,112,132,0,0,0,0,66,0,0,0,0,75,116,0,0,0,0,81,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,71,67,67,71,74,0,0,0,0,0,0,68,0,0,0,0,66,0,0,100,0,0,0,0,66,0,0,0,0,0,0,108,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,75,116,0,0,0,0,240,0,0,0,0,0,112,0,0,0,0,0,121,65,97,77,0,0,102,65,69,97,69,101,113,65,97,77,0,0,0,0,76,97,101,109,97,73,0,0,0,0,0,0,100,0,0,0,0,66,0,0,68,0,0,130,0,66,0,0,0,0,0,0,68,0,0,128,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,75,83,0,0,0,240,0,0,0,0,0,75,118,0,0,0,0,0,0,0,117,73,72,115,0,0,0,0,0,0,146,148,66,76,113,65,101,99,0,0,0,0,85,101,105,97,113,105,101,84,0,0,0,0,117,113,69,115,0,0,0,0,85,113,105,97,69,105,65,99,0,0,0,0,119,101,65,65,73,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,67,120,0,82,0,0,0,0,0,0,75,118,0,0,0,0,0,0,0,121,99,0,0,0,0,0,0,0,0,0,119,115,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,153,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,71,74,0,0,0,0,0,0,0,75,67,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,129,0,0,0,0,0,0,0,131,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,75,120,0,0,0,0,0,0,0,0,0,0,86,118,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,83,0,0,0,0,0,0,0,0,0,66,75,67,67,67,67,83,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,67,83,0,0,0,0,0,0,86,74,0,0,0,0,0,79,67,71,67,87,0,0,0,0,82,67,107,71,71,107,71,118,0,0,0,0,82,71,71,116,0,0,0,0,82,71,107,71,67,107,71,118,0,128,0,0,82,67,67,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,67,67,118,0,0,0,70,0,0,0,0,0,0,0,0,0,0,64,0,0,0,0,66,0,0,0,0,0,0,112,0,0,0,0,66,0,0,68,0,0,0,0,66,0,0,0,0,0,0,96,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,67,67,67,78,0,0,0,0,0,0,0,0,0,0,112,0,0,0,0,70,0,0,0,0,0,0,64,0,0,0,0,70,0,0,100,0,0,0,0,70,0,0,0,0,0,0,112,0,0,0,0,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,68,0,0,0,0,66,0,0,0,0,0,0,64,0,0,0,0,70,0,0,68,0,0,0,0,70,0,0,0,0,0,0,112,0,0,0,0,70,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,79,71,71,71,67,74,0,0,0,0,0,0,75,67,71,71,71,78,0,0,75,67,67,71,67,74,0,0,0,0,0,0,79,67,67,71,67,74,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
