157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,
153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,153,154,155,156,
157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160,157,158,159,160

[layer]
type=collision
data=
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,
